"Name","val/acc_best","model","seed","test/acc","model/backbone/delta","model/backbone/snr_db","Runtime","model.backbone.k","model.backbone.hidden_dim","Notes","Tags","model.backbone.snr_db","test/loss","train/acc","train/loss","val/acc","val/loss","ID","State","User","Group","Job Type","Created","Updated","End Time","Sweep","Hostname","Description","Commit","GitHub","GPU Count","GPU Type","_target_","batch_size","callbacks/early_stopping/_target_","callbacks/early_stopping/mode","callbacks/early_stopping/monitor","callbacks/model_summary/_target_","callbacks/model_summary/max_depth","callbacks/rich_progress_bar/_target_","datamodule/_target_","datamodule/batch_size","datamodule/num_workers","datamodule/pin_memory","dataset.mat_flag","dataset.n_sources","dataset.ntype","dataset.snr_db","dataset.spike","dataset/_target_","dataset/delta","dataset/k_diffusion","dataset/mat_flag","dataset/n_community","dataset/n_nodes","dataset/n_sources","dataset/n_spikes","dataset/ntype","dataset/num_samples","dataset/p_inter","dataset/p_intra","dataset/shift_flag","dataset/snr_db","dataset/spike","delta","k_diffusion","logger/_target_","logger/group","logger/job_type","logger/log_model","logger/notes","logger/offline","logger/project","logger/save_dir","logger/tags","mat_flag","model.backbone.cf_std","model.backbone.delta","model.backbone.hidden_ffnn","model.backbone.p","model.backbone.snr","model.batch_size","model.optimizer.lr","model.optimizer.weight_decay","model.validation_flag","model/_target_","model/backbone/_target_","model/backbone/cf_std","model/backbone/hidden_dim","model/backbone/hidden_dim_ffnn","model/backbone/hidden_ffnn","model/backbone/k","model/backbone/n_classes","model/backbone/p","model/batch_size","model/n_classes","model/num_workers","model/optimizer/_partial_","model/optimizer/_target_","model/optimizer/lr","model/optimizer/weight_decay","model/pin_memory","model/scheduler/_partial_","model/scheduler/_target_","model/scheduler/factor","model/scheduler/mode","model/scheduler/patience","model/train_flag","model/validation_flag","n_classes","n_community","n_nodes","n_sources","num_samples","num_workers","p_inter","p_intra","paths/data_dir","paths/log_dir","paths/output_dir","paths/root_dir","paths/work_dir","pin_memory","snr_db","spike","task_name","train_flag","trainer/_target_","trainer/accelerator","trainer/default_root_dir","trainer/deterministic","trainer/devices","trainer/log_every_n_steps","trainer/max_epochs","trainer/min_epochs","trainer/precision","validation_flag","epoch","trainer/global_step","nb_parameters"
"icy-sweep-40","0.7504000067710876","airtnn","4","0.7455999851226807","1","20","240","","","paper_simulation","06/16, delta/accuracy","20","0.7404199838638306","0.7285599708557129","0.7804169654846191","0.7404000163078308","0.7647148370742798","iqgpwgy9","finished","simone-fiorellino","","","2023-06-16T16:46:04.000Z","2023-06-16T16:50:04.000Z","2023-06-16T16:50:04.000Z","aphp51ke","gundam","","9695d8f3cd916f73c4e02583fc7feec154b19872","","","","","128","pytorch_lightning.callbacks.EarlyStopping","max","val/acc","pytorch_lightning.callbacks.RichModelSummary","-1","pytorch_lightning.callbacks.RichProgressBar","data.cell_datamodule.CellDataModule","256","4","true","","","","","","data.cell_sbm_dataset.CellDataset","","50","","10","70","","0.85","spectral","15000","0.01","0.9","edge_adj","40","1","","","pytorch_lightning.loggers.wandb.WandbLogger","","","false","paper_simulation","false","airtnn","logs","[""06/16"",""delta/accuracy""]","","","1","","","","","","","","models.lit_module.LitModule","models.components.airtnn_backbone.Backbone","","16","1024","","1","11","0","128","11","4","true","torch.optim.Adam","0.001","0","true","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","min","20","","true","11","","","","","4","","","./topological_air_nn/data/","./topological_air_nn/logs/","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_18-46-06","./topological_air_nn","/home/simone/projects/topological_air_nn","true","","","train","","pytorch_lightning.Trainer","gpu","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_18-46-06","false","[0]","40","100","10","32","true","100","9800",""
"peach-sweep-39","0.7495999932289124","airtnn","3","0.7408000230789185","1","20","242","","","paper_simulation","06/16, delta/accuracy","20","0.7582117319107056","0.722320020198822","0.8088757991790771","0.7275999784469604","0.775087833404541","r5940syt","finished","simone-fiorellino","","","2023-06-16T16:41:58.000Z","2023-06-16T16:46:00.000Z","2023-06-16T16:46:00.000Z","aphp51ke","gundam","","9695d8f3cd916f73c4e02583fc7feec154b19872","","","","","128","pytorch_lightning.callbacks.EarlyStopping","max","val/acc","pytorch_lightning.callbacks.RichModelSummary","-1","pytorch_lightning.callbacks.RichProgressBar","data.cell_datamodule.CellDataModule","256","4","true","","","","","","data.cell_sbm_dataset.CellDataset","","50","","10","70","","0.85","spectral","15000","0.01","0.9","edge_adj","40","1","","","pytorch_lightning.loggers.wandb.WandbLogger","","","false","paper_simulation","false","airtnn","logs","[""06/16"",""delta/accuracy""]","","","1","","","","","","","","models.lit_module.LitModule","models.components.airtnn_backbone.Backbone","","16","1024","","1","11","0","128","11","4","true","torch.optim.Adam","0.001","0","true","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","min","20","","true","11","","","","","4","","","./topological_air_nn/data/","./topological_air_nn/logs/","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_18-42-01","./topological_air_nn","/home/simone/projects/topological_air_nn","true","","","train","","pytorch_lightning.Trainer","gpu","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_18-42-01","false","[0]","40","100","10","32","true","100","9800",""
"prime-sweep-38","0.7623999714851379","airtnn","2","0.7228000164031982","1","20","244","","","paper_simulation","06/16, delta/accuracy","20","0.7952226400375366","0.7260000109672546","0.7972195744514465","0.7228000164031982","0.7917013168334961","7ec4096r","finished","simone-fiorellino","","","2023-06-16T16:37:48.000Z","2023-06-16T16:41:52.000Z","2023-06-16T16:41:52.000Z","aphp51ke","gundam","","9695d8f3cd916f73c4e02583fc7feec154b19872","","","","","128","pytorch_lightning.callbacks.EarlyStopping","max","val/acc","pytorch_lightning.callbacks.RichModelSummary","-1","pytorch_lightning.callbacks.RichProgressBar","data.cell_datamodule.CellDataModule","256","4","true","","","","","","data.cell_sbm_dataset.CellDataset","","50","","10","70","","0.85","spectral","15000","0.01","0.9","edge_adj","40","1","","","pytorch_lightning.loggers.wandb.WandbLogger","","","false","paper_simulation","false","airtnn","logs","[""06/16"",""delta/accuracy""]","","","1","","","","","","","","models.lit_module.LitModule","models.components.airtnn_backbone.Backbone","","16","1024","","1","11","0","128","11","4","true","torch.optim.Adam","0.001","0","true","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","min","20","","true","11","","","","","4","","","./topological_air_nn/data/","./topological_air_nn/logs/","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_18-37-50","./topological_air_nn","/home/simone/projects/topological_air_nn","true","","","train","","pytorch_lightning.Trainer","gpu","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_18-37-50","false","[0]","40","100","10","32","true","100","9800",""
"grateful-sweep-37","0.7612000107765198","airtnn","1","0.7063999772071838","1","20","240","","","paper_simulation","06/16, delta/accuracy","20","0.8212229609489441","0.717199981212616","0.8131643533706665","0.7275999784469604","0.7635550498962402","nezk4h0u","finished","simone-fiorellino","","","2023-06-16T16:33:45.000Z","2023-06-16T16:37:45.000Z","2023-06-16T16:37:45.000Z","aphp51ke","gundam","","9695d8f3cd916f73c4e02583fc7feec154b19872","","","","","128","pytorch_lightning.callbacks.EarlyStopping","max","val/acc","pytorch_lightning.callbacks.RichModelSummary","-1","pytorch_lightning.callbacks.RichProgressBar","data.cell_datamodule.CellDataModule","256","4","true","","","","","","data.cell_sbm_dataset.CellDataset","","50","","10","70","","0.85","spectral","15000","0.01","0.9","edge_adj","40","1","","","pytorch_lightning.loggers.wandb.WandbLogger","","","false","paper_simulation","false","airtnn","logs","[""06/16"",""delta/accuracy""]","","","1","","","","","","","","models.lit_module.LitModule","models.components.airtnn_backbone.Backbone","","16","1024","","1","11","0","128","11","4","true","torch.optim.Adam","0.001","0","true","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","min","20","","true","11","","","","","4","","","./topological_air_nn/data/","./topological_air_nn/logs/","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_18-33-48","./topological_air_nn","/home/simone/projects/topological_air_nn","true","","","train","","pytorch_lightning.Trainer","gpu","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_18-33-48","false","[0]","40","100","10","32","true","100","9800",""
"valiant-sweep-36","0.7355999946594238","airtnn","0","0.7188000082969666","1","20","241","","","paper_simulation","06/16, delta/accuracy","20","0.7701778411865234","0.7328000068664551","0.7633213400840759","0.730400025844574","0.8075845837593079","5gsllcy3","finished","simone-fiorellino","","","2023-06-16T16:29:41.000Z","2023-06-16T16:33:42.000Z","2023-06-16T16:33:42.000Z","aphp51ke","gundam","","9695d8f3cd916f73c4e02583fc7feec154b19872","","","","","128","pytorch_lightning.callbacks.EarlyStopping","max","val/acc","pytorch_lightning.callbacks.RichModelSummary","-1","pytorch_lightning.callbacks.RichProgressBar","data.cell_datamodule.CellDataModule","256","4","true","","","","","","data.cell_sbm_dataset.CellDataset","","50","","10","70","","0.85","spectral","15000","0.01","0.9","edge_adj","40","1","","","pytorch_lightning.loggers.wandb.WandbLogger","","","false","paper_simulation","false","airtnn","logs","[""06/16"",""delta/accuracy""]","","","1","","","","","","","","models.lit_module.LitModule","models.components.airtnn_backbone.Backbone","","16","1024","","1","11","0","128","11","4","true","torch.optim.Adam","0.001","0","true","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","min","20","","true","11","","","","","4","","","./topological_air_nn/data/","./topological_air_nn/logs/","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_18-29-43","./topological_air_nn","/home/simone/projects/topological_air_nn","true","","","train","","pytorch_lightning.Trainer","gpu","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_18-29-43","false","[0]","40","100","10","32","true","100","9800",""
"dashing-sweep-35","0.6588000059127808","airtnn","4","0.6344000101089478","0.5","20","237","","","paper_simulation","06/16, delta/accuracy","20","1.0167518854141235","0.6275200247764587","1.0459911823272705","0.6371999979019165","1.049118995666504","1w0wj8pj","finished","simone-fiorellino","","","2023-06-16T16:25:40.000Z","2023-06-16T16:29:37.000Z","2023-06-16T16:29:37.000Z","aphp51ke","gundam","","9695d8f3cd916f73c4e02583fc7feec154b19872","","","","","128","pytorch_lightning.callbacks.EarlyStopping","max","val/acc","pytorch_lightning.callbacks.RichModelSummary","-1","pytorch_lightning.callbacks.RichProgressBar","data.cell_datamodule.CellDataModule","256","4","true","","","","","","data.cell_sbm_dataset.CellDataset","","50","","10","70","","0.85","spectral","15000","0.01","0.9","edge_adj","40","1","","","pytorch_lightning.loggers.wandb.WandbLogger","","","false","paper_simulation","false","airtnn","logs","[""06/16"",""delta/accuracy""]","","","0.5","","","","","","","","models.lit_module.LitModule","models.components.airtnn_backbone.Backbone","","16","1024","","1","11","0","128","11","4","true","torch.optim.Adam","0.001","0","true","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","min","20","","true","11","","","","","4","","","./topological_air_nn/data/","./topological_air_nn/logs/","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_18-25-42","./topological_air_nn","/home/simone/projects/topological_air_nn","true","","","train","","pytorch_lightning.Trainer","gpu","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_18-25-42","false","[0]","40","100","10","32","true","100","9800",""
"trim-sweep-34","0.6376000046730042","airtnn","3","0.6399999856948853","0.5","20","233","","","paper_simulation","06/16, delta/accuracy","20","1.015804409980774","0.6022400259971619","1.1165517568588257","0.6359999775886536","1.0536675453186035","edghy9gn","finished","simone-fiorellino","","","2023-06-16T16:21:40.000Z","2023-06-16T16:25:33.000Z","2023-06-16T16:25:33.000Z","aphp51ke","gundam","","9695d8f3cd916f73c4e02583fc7feec154b19872","","","","","128","pytorch_lightning.callbacks.EarlyStopping","max","val/acc","pytorch_lightning.callbacks.RichModelSummary","-1","pytorch_lightning.callbacks.RichProgressBar","data.cell_datamodule.CellDataModule","256","4","true","","","","","","data.cell_sbm_dataset.CellDataset","","50","","10","70","","0.85","spectral","15000","0.01","0.9","edge_adj","40","1","","","pytorch_lightning.loggers.wandb.WandbLogger","","","false","paper_simulation","false","airtnn","logs","[""06/16"",""delta/accuracy""]","","","0.5","","","","","","","","models.lit_module.LitModule","models.components.airtnn_backbone.Backbone","","16","1024","","1","11","0","128","11","4","true","torch.optim.Adam","0.001","0","true","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","min","20","","true","11","","","","","4","","","./topological_air_nn/data/","./topological_air_nn/logs/","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_18-21-42","./topological_air_nn","/home/simone/projects/topological_air_nn","true","","","train","","pytorch_lightning.Trainer","gpu","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_18-21-42","false","[0]","40","100","10","32","true","100","9800",""
"robust-sweep-33","0.63919997215271","airtnn","2","0.6019999980926514","0.5","20","242","","","paper_simulation","06/16, delta/accuracy","20","1.1042033433914185","0.6172800064086914","1.088962435722351","0.6083999872207642","1.13121497631073","rjor86j1","finished","simone-fiorellino","","","2023-06-16T16:17:34.000Z","2023-06-16T16:21:36.000Z","2023-06-16T16:21:36.000Z","aphp51ke","gundam","","9695d8f3cd916f73c4e02583fc7feec154b19872","","","","","128","pytorch_lightning.callbacks.EarlyStopping","max","val/acc","pytorch_lightning.callbacks.RichModelSummary","-1","pytorch_lightning.callbacks.RichProgressBar","data.cell_datamodule.CellDataModule","256","4","true","","","","","","data.cell_sbm_dataset.CellDataset","","50","","10","70","","0.85","spectral","15000","0.01","0.9","edge_adj","40","1","","","pytorch_lightning.loggers.wandb.WandbLogger","","","false","paper_simulation","false","airtnn","logs","[""06/16"",""delta/accuracy""]","","","0.5","","","","","","","","models.lit_module.LitModule","models.components.airtnn_backbone.Backbone","","16","1024","","1","11","0","128","11","4","true","torch.optim.Adam","0.001","0","true","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","min","20","","true","11","","","","","4","","","./topological_air_nn/data/","./topological_air_nn/logs/","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_18-17-37","./topological_air_nn","/home/simone/projects/topological_air_nn","true","","","train","","pytorch_lightning.Trainer","gpu","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_18-17-37","false","[0]","40","100","10","32","true","100","9800",""
"twilight-sweep-32","0.6456000208854675","airtnn","1","0.5824000239372253","0.5","20","241","","","paper_simulation","06/16, delta/accuracy","20","1.1259663105010986","0.6015200018882751","1.1176155805587769","0.6083999872207642","1.0784213542938232","niorzeny","finished","simone-fiorellino","","","2023-06-16T16:13:26.000Z","2023-06-16T16:17:27.000Z","2023-06-16T16:17:27.000Z","aphp51ke","gundam","","9695d8f3cd916f73c4e02583fc7feec154b19872","","","","","128","pytorch_lightning.callbacks.EarlyStopping","max","val/acc","pytorch_lightning.callbacks.RichModelSummary","-1","pytorch_lightning.callbacks.RichProgressBar","data.cell_datamodule.CellDataModule","256","4","true","","","","","","data.cell_sbm_dataset.CellDataset","","50","","10","70","","0.85","spectral","15000","0.01","0.9","edge_adj","40","1","","","pytorch_lightning.loggers.wandb.WandbLogger","","","false","paper_simulation","false","airtnn","logs","[""06/16"",""delta/accuracy""]","","","0.5","","","","","","","","models.lit_module.LitModule","models.components.airtnn_backbone.Backbone","","16","1024","","1","11","0","128","11","4","true","torch.optim.Adam","0.001","0","true","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","min","20","","true","11","","","","","4","","","./topological_air_nn/data/","./topological_air_nn/logs/","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_18-13-28","./topological_air_nn","/home/simone/projects/topological_air_nn","true","","","train","","pytorch_lightning.Trainer","gpu","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_18-13-28","false","[0]","40","100","10","32","true","100","9800",""
"rich-sweep-31","0.6399999856948853","airtnn","0","0.6323999762535095","0.5","20","239","","","paper_simulation","06/16, delta/accuracy","20","1.0216963291168213","0.6362400054931641","1.0121010541915894","0.6179999709129333","1.0873186588287354","xo6bcuw7","finished","simone-fiorellino","","","2023-06-16T16:09:21.000Z","2023-06-16T16:13:20.000Z","2023-06-16T16:13:20.000Z","aphp51ke","gundam","","9695d8f3cd916f73c4e02583fc7feec154b19872","","","","","128","pytorch_lightning.callbacks.EarlyStopping","max","val/acc","pytorch_lightning.callbacks.RichModelSummary","-1","pytorch_lightning.callbacks.RichProgressBar","data.cell_datamodule.CellDataModule","256","4","true","","","","","","data.cell_sbm_dataset.CellDataset","","50","","10","70","","0.85","spectral","15000","0.01","0.9","edge_adj","40","1","","","pytorch_lightning.loggers.wandb.WandbLogger","","","false","paper_simulation","false","airtnn","logs","[""06/16"",""delta/accuracy""]","","","0.5","","","","","","","","models.lit_module.LitModule","models.components.airtnn_backbone.Backbone","","16","1024","","1","11","0","128","11","4","true","torch.optim.Adam","0.001","0","true","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","min","20","","true","11","","","","","4","","","./topological_air_nn/data/","./topological_air_nn/logs/","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_18-09-23","./topological_air_nn","/home/simone/projects/topological_air_nn","true","","","train","","pytorch_lightning.Trainer","gpu","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_18-09-23","false","[0]","40","100","10","32","true","100","9800",""
"comfy-sweep-30","0.5203999876976013","airtnn","4","0.5248000025749207","0.25","20","235","","","paper_simulation","06/16, delta/accuracy","20","1.3190193176269531","0.5027999877929688","1.3725063800811768","0.5171999931335449","1.3866784572601318","thorn0cv","finished","simone-fiorellino","","","2023-06-16T16:05:21.000Z","2023-06-16T16:09:16.000Z","2023-06-16T16:09:16.000Z","aphp51ke","gundam","","9695d8f3cd916f73c4e02583fc7feec154b19872","","","","","128","pytorch_lightning.callbacks.EarlyStopping","max","val/acc","pytorch_lightning.callbacks.RichModelSummary","-1","pytorch_lightning.callbacks.RichProgressBar","data.cell_datamodule.CellDataModule","256","4","true","","","","","","data.cell_sbm_dataset.CellDataset","","50","","10","70","","0.85","spectral","15000","0.01","0.9","edge_adj","40","1","","","pytorch_lightning.loggers.wandb.WandbLogger","","","false","paper_simulation","false","airtnn","logs","[""06/16"",""delta/accuracy""]","","","0.25","","","","","","","","models.lit_module.LitModule","models.components.airtnn_backbone.Backbone","","16","1024","","1","11","0","128","11","4","true","torch.optim.Adam","0.001","0","true","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","min","20","","true","11","","","","","4","","","./topological_air_nn/data/","./topological_air_nn/logs/","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_18-05-23","./topological_air_nn","/home/simone/projects/topological_air_nn","true","","","train","","pytorch_lightning.Trainer","gpu","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_18-05-23","false","[0]","40","100","10","32","true","100","9800",""
"still-sweep-29","0.5320000052452087","airtnn","3","0.5184000134468079","0.25","20","239","","","paper_simulation","06/16, delta/accuracy","20","1.326754808425903","0.4938400089740753","1.3991249799728394","0.5235999822616577","1.3441741466522217","m705bmzx","finished","simone-fiorellino","","","2023-06-16T16:01:16.000Z","2023-06-16T16:05:15.000Z","2023-06-16T16:05:15.000Z","aphp51ke","gundam","","9695d8f3cd916f73c4e02583fc7feec154b19872","","","","","128","pytorch_lightning.callbacks.EarlyStopping","max","val/acc","pytorch_lightning.callbacks.RichModelSummary","-1","pytorch_lightning.callbacks.RichProgressBar","data.cell_datamodule.CellDataModule","256","4","true","","","","","","data.cell_sbm_dataset.CellDataset","","50","","10","70","","0.85","spectral","15000","0.01","0.9","edge_adj","40","1","","","pytorch_lightning.loggers.wandb.WandbLogger","","","false","paper_simulation","false","airtnn","logs","[""06/16"",""delta/accuracy""]","","","0.25","","","","","","","","models.lit_module.LitModule","models.components.airtnn_backbone.Backbone","","16","1024","","1","11","0","128","11","4","true","torch.optim.Adam","0.001","0","true","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","min","20","","true","11","","","","","4","","","./topological_air_nn/data/","./topological_air_nn/logs/","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_18-01-18","./topological_air_nn","/home/simone/projects/topological_air_nn","true","","","train","","pytorch_lightning.Trainer","gpu","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_18-01-18","false","[0]","40","100","10","32","true","100","9800",""
"eternal-sweep-28","0.4972000122070313","airtnn","2","0.5120000243186951","0.25","20","240","","","paper_simulation","06/16, delta/accuracy","20","1.3424943685531616","0.4972800016403198","1.387709379196167","0.4912000000476837","1.4086182117462158","pjfh241d","finished","simone-fiorellino","","","2023-06-16T15:57:13.000Z","2023-06-16T16:01:13.000Z","2023-06-16T16:01:13.000Z","aphp51ke","gundam","","9695d8f3cd916f73c4e02583fc7feec154b19872","","","","","128","pytorch_lightning.callbacks.EarlyStopping","max","val/acc","pytorch_lightning.callbacks.RichModelSummary","-1","pytorch_lightning.callbacks.RichProgressBar","data.cell_datamodule.CellDataModule","256","4","true","","","","","","data.cell_sbm_dataset.CellDataset","","50","","10","70","","0.85","spectral","15000","0.01","0.9","edge_adj","40","1","","","pytorch_lightning.loggers.wandb.WandbLogger","","","false","paper_simulation","false","airtnn","logs","[""06/16"",""delta/accuracy""]","","","0.25","","","","","","","","models.lit_module.LitModule","models.components.airtnn_backbone.Backbone","","16","1024","","1","11","0","128","11","4","true","torch.optim.Adam","0.001","0","true","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","min","20","","true","11","","","","","4","","","./topological_air_nn/data/","./topological_air_nn/logs/","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_17-57-16","./topological_air_nn","/home/simone/projects/topological_air_nn","true","","","train","","pytorch_lightning.Trainer","gpu","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_17-57-16","false","[0]","40","100","10","32","true","100","9800",""
"fearless-sweep-27","0.5296000242233276","airtnn","1","0.5203999876976013","0.25","20","244","","","paper_simulation","06/16, delta/accuracy","20","1.3138630390167236","0.5074399709701538","1.3661704063415527","0.524399995803833","1.3338332176208496","miad64za","finished","simone-fiorellino","","","2023-06-16T15:53:00.000Z","2023-06-16T15:57:04.000Z","2023-06-16T15:57:04.000Z","aphp51ke","gundam","","9695d8f3cd916f73c4e02583fc7feec154b19872","","","","","128","pytorch_lightning.callbacks.EarlyStopping","max","val/acc","pytorch_lightning.callbacks.RichModelSummary","-1","pytorch_lightning.callbacks.RichProgressBar","data.cell_datamodule.CellDataModule","256","4","true","","","","","","data.cell_sbm_dataset.CellDataset","","50","","10","70","","0.85","spectral","15000","0.01","0.9","edge_adj","40","1","","","pytorch_lightning.loggers.wandb.WandbLogger","","","false","paper_simulation","false","airtnn","logs","[""06/16"",""delta/accuracy""]","","","0.25","","","","","","","","models.lit_module.LitModule","models.components.airtnn_backbone.Backbone","","16","1024","","1","11","0","128","11","4","true","torch.optim.Adam","0.001","0","true","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","min","20","","true","11","","","","","4","","","./topological_air_nn/data/","./topological_air_nn/logs/","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_17-53-02","./topological_air_nn","/home/simone/projects/topological_air_nn","true","","","train","","pytorch_lightning.Trainer","gpu","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_17-53-02","false","[0]","40","100","10","32","true","100","9800",""
"valiant-sweep-26","0.5428000092506409","airtnn","0","0.545199990272522","0.25","20","239","","","paper_simulation","06/16, delta/accuracy","20","1.2558515071868896","0.5399199724197388","1.2809897661209106","0.527999997138977","1.3558063507080078","vxyrd1it","finished","simone-fiorellino","","","2023-06-16T15:48:55.000Z","2023-06-16T15:52:54.000Z","2023-06-16T15:52:54.000Z","aphp51ke","gundam","","9695d8f3cd916f73c4e02583fc7feec154b19872","","","","","128","pytorch_lightning.callbacks.EarlyStopping","max","val/acc","pytorch_lightning.callbacks.RichModelSummary","-1","pytorch_lightning.callbacks.RichProgressBar","data.cell_datamodule.CellDataModule","256","4","true","","","","","","data.cell_sbm_dataset.CellDataset","","50","","10","70","","0.85","spectral","15000","0.01","0.9","edge_adj","40","1","","","pytorch_lightning.loggers.wandb.WandbLogger","","","false","paper_simulation","false","airtnn","logs","[""06/16"",""delta/accuracy""]","","","0.25","","","","","","","","models.lit_module.LitModule","models.components.airtnn_backbone.Backbone","","16","1024","","1","11","0","128","11","4","true","torch.optim.Adam","0.001","0","true","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","min","20","","true","11","","","","","4","","","./topological_air_nn/data/","./topological_air_nn/logs/","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_17-48-57","./topological_air_nn","/home/simone/projects/topological_air_nn","true","","","train","","pytorch_lightning.Trainer","gpu","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_17-48-57","false","[0]","40","100","10","32","true","100","9800",""
"volcanic-sweep-25","0.7211999893188477","airgnn","4","0.651199996471405","2","20","327","","","paper_simulation","06/16, delta/accuracy","20","0.9224187135696412","0.6887999773025513","0.8556661605834961","0.6959999799728394","0.842983603477478","eyg7yqfl","finished","simone-fiorellino","","","2023-06-16T15:43:25.000Z","2023-06-16T15:48:52.000Z","2023-06-16T15:48:52.000Z","aphp51ke","gundam","","9695d8f3cd916f73c4e02583fc7feec154b19872","","","","","128","pytorch_lightning.callbacks.EarlyStopping","max","val/acc","pytorch_lightning.callbacks.RichModelSummary","-1","pytorch_lightning.callbacks.RichProgressBar","data.cell_datamodule.CellDataModule","256","4","true","","","","","","data.cell_sbm_dataset.CellDataset","","50","","10","70","","0.85","spectral","15000","0.01","0.9","edge_adj","40","1","","","pytorch_lightning.loggers.wandb.WandbLogger","","","false","paper_simulation","false","airtnn","logs","[""06/16"",""delta/accuracy""]","","","2","","","","","","","","models.lit_module.LitModule","models.components.airgnn_backbone.Backbone","","64","1024","","5","11","0","128","11","4","true","torch.optim.Adam","0.001","0","true","true","torch.optim.lr_scheduler.ReduceLROnPlateau","0.1","min","10","","true","11","","","","","4","","","./topological_air_nn/data/","./topological_air_nn/logs/","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_17-43-27","./topological_air_nn","/home/simone/projects/topological_air_nn","true","","","train","","pytorch_lightning.Trainer","gpu","/home/simone/projects/topological_air_nn/topological_air_nn/logs/train/runs/2023-06-16_17-43-27","false","[0]","40","100","10","32","true","100","9800",""
